Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
adjust/DeBruijn.Nested/adjust/1,2.639025263011831e-8,2.634847388014896e-8,2.6427311382490908e-8,1.2751349646592738e-10,1.0823453096754352e-10,1.5330222680635697e-10
adjust/DeBruijn.Nested/adjust/2,1.2670511004687949e-7,1.2656603373805505e-7,1.2697589600225759e-7,6.849561362630775e-10,4.181412606306446e-10,1.198286493638107e-9
adjust/DeBruijn.Nested/adjust/3,3.7458662897137793e-7,3.7432421152102983e-7,3.749482761746189e-7,1.035494080996777e-9,8.104973698186629e-10,1.337618599478724e-9
adjust/DeBruijn.Nested/adjust/4,7.914641446630238e-7,7.890762657662168e-7,7.947327488506691e-7,8.97085539506254e-9,6.494099169812757e-9,1.2451959279029049e-8
adjust/DeBruijn.Nested/adjust/5,1.484629874379305e-6,1.4827526472866094e-6,1.486890508877745e-6,6.874807315457545e-9,5.631801789164103e-9,8.335979392239608e-9
adjust/DeBruijn.Nested/adjust/6,2.5011301436347024e-6,2.4982653037852973e-6,2.5041857919812664e-6,9.767120746787937e-9,7.800347863474585e-9,1.193652513298112e-8
adjust/DeBruijn.Nested/adjust/7,4.006802057975592e-6,4.00203414931369e-6,4.012307709199243e-6,1.7462086533948304e-8,1.3820785375425354e-8,2.192808064185042e-8
adjust/DeBruijn.Nested/adjust/8,5.963735736374677e-6,5.9562026531035795e-6,5.974130059300203e-6,3.077914347166325e-8,2.2205925675617854e-8,4.268133957064163e-8
adjust/DeBruijn.Nested/adjust/9,8.412166848635208e-6,8.405559205326996e-6,8.418995529119307e-6,2.2382171785974517e-8,1.906808413657761e-8,2.6772971345774094e-8
adjust/DeBruijn.Nested/adjust/10,1.1664857071426038e-5,1.1648751582038167e-5,1.1687417605410864e-5,6.403311538586892e-8,4.601133595089918e-8,1.0531224344359337e-7
adjust/DeBruijn.Nested/adjust/11,1.5442504082161577e-5,1.5422146441651187e-5,1.5465671860220956e-5,7.010621655021031e-8,5.966349560931223e-8,8.64680798317795e-8
adjust/DeBruijn.Nested/adjust/12,1.9896768333940413e-5,1.987360136067971e-5,1.992983558146314e-5,9.137788758091075e-8,6.769952331303861e-8,1.255245625914723e-7
adjust/DeBruijn.Nested/adjust/13,2.5339721508641233e-5,2.5310923555881768e-5,2.5385521031766768e-5,1.287401338804565e-7,9.399639795933489e-8,1.9292379281087065e-7
adjust/DeBruijn.Nested/adjust/14,3.1224407354330665e-5,3.1187286791203204e-5,3.127102301321696e-5,1.3888067250033832e-7,1.0833485010146873e-7,2.044937179890778e-7
adjust/DeBruijn.Nested/adjust/15,3.860760757255672e-5,3.857693477992715e-5,3.8646738575652896e-5,1.1217322601593515e-7,8.458236141212552e-8,1.4373377158048195e-7
adjust/DeBruijn.Nested/adjust/16,4.693564409739675e-5,4.687198389749213e-5,4.703319643502175e-5,2.541252747150074e-7,1.6685696966979738e-7,4.35834291585125e-7
adjust/DeBruijn.Nested/adjust/17,5.611653092678359e-5,5.606651875119075e-5,5.618974123202431e-5,2.0664054328329934e-7,1.6353468086975206e-7,3.123114538129437e-7
adjust/DeBruijn.Nested/adjust/18,6.653317935046451e-5,6.637598874480456e-5,6.678901334487365e-5,6.339411251019133e-7,4.882705068186858e-7,8.273144242502555e-7
adjust/DeBruijn.Nested/adjust/19,7.87926622006352e-5,7.868627281034255e-5,7.891751231386514e-5,4.11338109088725e-7,3.232496827114088e-7,5.383925301224831e-7
adjust/DeBruijn.Nested/adjust/20,9.191050194137406e-5,9.179497797066698e-5,9.207736525935773e-5,4.65923835433312e-7,3.388837076346823e-7,7.160314517241304e-7
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
adjust/DeBruijn.Nested/adjust/1,2.894819874522869e-8,2.876630312827892e-8,2.9173154996820615e-8,6.94317297689248e-10,5.50345828115118e-10,8.782533512604369e-10
adjust/DeBruijn.Nested/adjust/2,1.350324085756085e-7,1.3475465578874092e-7,1.3546723452939065e-7,1.1679118945338484e-9,7.910488014757724e-10,1.8089373158913852e-9
adjust/DeBruijn.Nested/adjust/3,4.0609842260017585e-7,4.0504489163682667e-7,4.072872630050903e-7,3.820051122008802e-9,3.114335539991179e-9,4.465772157723998e-9
adjust/DeBruijn.Nested/adjust/4,8.351000987031602e-7,8.311519696747896e-7,8.42215268981666e-7,1.6557080392511732e-8,1.1785463208632036e-8,2.1762850023429712e-8
adjust/DeBruijn.Nested/adjust/5,1.5437676367251397e-6,1.540546043223923e-6,1.5492021861053392e-6,1.376907978975905e-8,1.0113244804420832e-8,1.8702017679947324e-8
adjust/DeBruijn.Nested/adjust/6,2.656862796203079e-6,2.651954388167769e-6,2.664028765284355e-6,1.9870416300127436e-8,1.4975715052113755e-8,3.082011768644218e-8
adjust/DeBruijn.Nested/adjust/7,4.193435794333495e-6,4.188118030984474e-6,4.200476811008089e-6,1.9678465549810822e-8,1.4629249628695034e-8,2.7676163182409013e-8
adjust/DeBruijn.Nested/adjust/8,6.3273350197579755e-6,6.28596043842845e-6,6.385961399055196e-6,1.6382240741436602e-7,1.2168662217592205e-7,2.2961412105442454e-7
adjust/DeBruijn.Nested/adjust/9,8.717778241804482e-6,8.701896329049369e-6,8.742791338625623e-6,6.544497518862766e-8,4.7513673016356977e-8,1.0439954053263931e-7
adjust/DeBruijn.Nested/adjust/10,1.1887946114568315e-5,1.1876930819077303e-5,1.1898037102360587e-5,3.459521974046436e-8,2.7118963762271003e-8,4.3882136136005194e-8
adjust/DeBruijn.Nested/adjust/11,1.5508456611362708e-5,1.5492741603115072e-5,1.5541787349709094e-5,7.516892927110652e-8,4.995220227600495e-8,1.2533090248058674e-7
adjust/DeBruijn.Nested/adjust/12,2.0204465318560666e-5,2.0186311577062673e-5,2.0231800635176883e-5,7.306553124387131e-8,5.464820909609064e-8,1.109369419477513e-7
adjust/DeBruijn.Nested/adjust/13,2.5574811737757313e-5,2.5558180962763354e-5,2.5596949646235093e-5,6.516324153913048e-8,4.4314927600433906e-8,9.338850387855966e-8
adjust/DeBruijn.Nested/adjust/14,3.135486916949523e-5,3.13343167461794e-5,3.138373929569923e-5,8.084785283104735e-8,5.466232009802175e-8,1.3850949662301927e-7
adjust/DeBruijn.Nested/adjust/15,4.04142874379722e-5,4.002102889859494e-5,4.08433595461619e-5,1.386216786913756e-6,1.2400607324533653e-6,1.5841974184960722e-6
adjust/DeBruijn.Nested/adjust/16,5.0248734568641094e-5,4.9878377540839824e-5,5.0728170491685697e-5,1.4156010101646921e-6,1.0623109015602829e-6,2.257486153927826e-6
adjust/DeBruijn.Nested/adjust/17,5.71323563693865e-5,5.706038878921505e-5,5.7272279533518535e-5,3.2217505457414667e-7,2.113723445234999e-7,5.792710213078119e-7
adjust/DeBruijn.Nested/adjust/18,6.888401626509616e-5,6.83882010662006e-5,6.963018468455916e-5,1.9891176219744843e-6,1.6279236258437305e-6,2.5417596417509603e-6
adjust/DeBruijn.Nested/adjust/19,8.297512019501775e-5,8.235393865666265e-5,8.378908099179081e-5,2.4158126890179596e-6,2.0465487955780486e-6,3.0397027775110015e-6
adjust/DeBruijn.Nested/adjust/20,9.771171053632357e-5,9.674210420087844e-5,9.903498472655849e-5,3.6277358584204336e-6,2.6203049894095992e-6,5.789623472905595e-6
